"MSN","YYYYMM","Value","Column_Order","Description","Unit" 
"JFTCEUS","200112","18.774","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200113","242.837","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200201","19.771","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200202","17.241","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200203","19.693","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200204","20.003","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200205","19.036","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200206","19.863","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200207","20.933","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200208","20.059","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200209","19.304","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200210","20.117","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200211","19.479","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200212","21.265","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200213","236.765","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200301","18.769","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200302","17.787","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200303","19.533","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200304","18.333","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200305","18.314","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200306","18.871","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200307","20.016","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200308","20.697","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200309","19.058","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200310","19.69","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200311","19.665","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200312","20.725","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200313","231.459","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200401","18.755","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200402","19.487","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200403","19.439","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200404","18.945","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200405","19.882","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200406","20.123","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200407","20.654","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200408","21.557","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200409","19.426","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200410","20.446","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200411","20.55","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200412","20.494","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200413","239.757","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200501","19.14","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200502","19.611","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200503","21.505","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200504","19.458","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200505","20.857","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200506","20.359","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200507","21.492","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200508","21.719","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200509","20.14","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200510","20.614","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200511","19.52","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200512","21.878","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200513","246.294","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200601","19.994","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200602","17.807","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200603","19.437","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200604","19.944","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200605","20.347","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200606","20.547","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200607","21.174","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200608","21.124","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200609","19.389","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200610","19.999","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200611","19.45","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200612","20.321","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200613","239.534","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200701","20.135","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200702","18.384","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200703","19.323","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200704","19.852","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200705","20.159","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200706","20.047","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200707","20.737","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200708","21.223","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200709","18.482","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200710","20.391","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200711","19.287","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200712","19.97","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200713","237.99","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200801","19.692","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200802","18.099","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200803","19.336","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200804","19.557","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200805","19.806","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200806","19.572","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200807","19.616","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200808","20.421","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200809","17.818","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200810","17.655","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200811","17.36","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200812","17.38","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200813","226.311","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200901","16.351","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200902","15.262","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200903","17.517","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200904","17.269","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200905","16.559","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200906","17.175","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200907","18.766","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200908","18.051","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200909","17.053","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200910","16.973","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200911","16.304","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200912","17.09","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","200913","204.369","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201001","16.74","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201002","15.111","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201003","17.977","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201004","16.995","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201005","18.013","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201006","18.607","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201007","18.609","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201008","18.512","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201009","17.564","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201010","17.811","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201011","16.837","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201012","17.235","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201013","210.011","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201101","16.775","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201102","15.218","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201103","17.25","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201104","17.568","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201105","17.738","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201106","18.569","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201107","18.354","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201108","19.365","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201109","17.075","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201110","17.24","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201111","17.078","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201112","16.855","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201113","209.086","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201201","16.296","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201202","15.744","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201203","17.208","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201204","16.281","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201205","17.549","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201206","18.643","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201207","18.293","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201208","18.318","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201209","16.611","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201210","16.856","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201211","16.652","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201212","17.206","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201213","205.656","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201301","16.333","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201302","15.121","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201303","17.358","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201304","17.407","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201305","18.179","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201306","17.529","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201307","19.263","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201308","18.988","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201309","17.08","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201310","18.129","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201311","17.23","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201312","17.796","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201313","210.414","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201401","16.999","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201402","15.535","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201403","17.855","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201404","17.547","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201405","17.446","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201406","18.61","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201407","19.421","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201408","18.965","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201409","17.866","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201410","18.432","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201411","17.798","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201412","19.153","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201413","215.626","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201501","17.134","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201502","16.264","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201503","19.288","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201504","18.408","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201505","18.928","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201506","19.943","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201507","20.562","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201508","19.952","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201509","18.495","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201510","20.108","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201511","18.372","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201512","19.661","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201513","227.114","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201601","18.056","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201602","17.883","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201603","19.269","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201604","18.883","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201605","19.658","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201606","20.77","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201607","21.429","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201608","21.45","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201609","19.716","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201610","20.053","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201611","19.681","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201612","20.593","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201613","237.442","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201701","19.853","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201702","17.157","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201703","20.796","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201704","19.494","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201705","20.813","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201706","21.25","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201707","21.532","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201708","22.035","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201709","19.765","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201710","21.341","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201711","20.773","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201712","21.871","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201713","246.679","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201801","19.757","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201802","17.991","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201803","21.406","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"JFTCEUS","201804","19.703","6","Jet Fuel CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197301","5.16","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197302","4.421","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197303","2.551","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197304","2.006","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197305","1.682","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197306","1.447","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197307","1.887","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197308","1.864","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197309","2.269","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197310","2.281","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197311","3.759","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197312","3.028","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197313","32.353","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197401","3.959","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197402","3.225","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197403","2.262","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197404","1.599","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197405","0.906","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197406","1.411","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197407","1.584","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197408","1.788","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197409","1.696","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197410","2.445","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197411","2.405","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197412","3.104","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197413","26.383","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197501","2.794","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197502","2.902","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197503","2.125","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197504","1.797","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197505","1.237","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197506","1.624","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197507","1.239","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197508","1.36","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197509","1.537","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197510","1.856","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197511","1.805","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197512","3.499","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197513","23.775","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197601","3.788","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197602","2.59","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197603","2.017","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197604","1.709","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197605","0.992","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197606","1.483","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"KSTCEUS","197607","1.265","7","Kerosene CO2 Emissions","Million Metric Tons of Carbon Dioxide"
