year,cps(CRU),cps(iCRU),no-dendro cps(CRU), no-dendro cps(iCRU), no-luter cps(CRU), no-luter cps(iCRU), uncertainty
1797,-0.38045,-0.32254,-0.20356,-0.17751,-0.42978,-0.40189,0.31939
1798,-0.40596,-0.34346,-0.23154,-0.20045,-0.4532,-0.41455,0.31939
1799,-0.40584,-0.34336,-0.26068,-0.22434,-0.44578,-0.40655,0.31939
1800,-0.37869,-0.3211,-0.25809,-0.22222,-0.40965,-0.37771,0.31925
1801,-0.33058,-0.28166,-0.30032,-0.25685,-0.3554,-0.33342,0.31925
1802,-0.27359,-0.23492,-0.34052,-0.2898,-0.29914,-0.28349,0.31925
1803,-0.22241,-0.19296,-0.36968,-0.31371,-0.25783,-0.23954,0.31925
1804,-0.19018,-0.16654,-0.38319,-0.32479,-0.24447,-0.2119,0.31925
1805,-0.18499,-0.16228,-0.38223,-0.324,-0.26489,-0.20698,0.31925
1806,-0.20812,-0.18124,-0.3733,-0.31668,-0.31697,-0.22614,0.31925
1807,-0.25471,-0.21945,-0.3661,-0.31078,-0.39241,-0.26608,0.31925
1808,-0.31623,-0.26988,-0.37038,-0.31428,-0.48017,-0.32074,0.31925
1809,-0.38374,-0.32524,-0.39276,-0.33264,-0.57002,-0.3836,0.31925
1810,-0.45074,-0.38018,-0.43457,-0.36692,-0.65499,-0.44954,0.31925
1811,-0.51442,-0.43239,-0.49118,-0.41334,-0.73187,-0.51559,0.31925
1812,-0.57504,-0.48209,-0.55308,-0.46409,-0.79985,-0.58048,0.31925
1813,-0.63385,-0.53031,-0.60829,-0.50935,-0.85844,-0.64321,0.31925
1814,-0.6907,-0.57693,-0.64541,-0.53979,-0.90557,-0.70168,0.31925
1815,-0.74226,-0.6192,-0.65639,-0.54879,-0.93713,-0.75187,0.31925
1816,-0.7818,-0.65162,-0.6383,-0.53396,-0.94803,-0.78804,0.31925
1817,-0.80066,-0.66709,-0.59382,-0.49749,-0.93445,-0.80393,0.31925
1818,-0.79083,-0.65902,-0.5303,-0.44541,-0.89605,-0.79439,0.31925
1819,-0.74759,-0.62357,-0.45787,-0.38603,-0.83719,-0.75686,0.31925
1820,-0.67147,-0.56116,-0.38716,-0.32805,-0.76634,-0.69207,0.31925
1821,-0.56859,-0.47681,-0.32714,-0.27884,-0.69397,-0.60407,0.31925
1822,-0.44964,-0.37927,-0.28376,-0.24327,-0.62963,-0.49951,0.31925
1823,-0.32776,-0.27934,-0.25936,-0.22326,-0.57942,-0.38674,0.31925
1824,-0.21616,-0.18784,-0.25304,-0.21808,-0.54496,-0.27511,0.31925
1825,-0.12622,-0.11409,-0.26165,-0.22514,-0.52411,-0.17439,0.31925
1826,-0.066199,-0.064882,-0.28104,-0.24104,-0.51317,-0.094321,0.31925
1827,-0.040867,-0.044112,-0.30724,-0.26252,-0.50933,-0.043897,0.31925
1828,-0.051491,-0.052823,-0.33724,-0.28712,-0.51245,-0.030079,0.31925
1829,-0.095995,-0.089313,-0.36933,-0.31342,-0.52507,-0.056161,0.31925
1830,-0.16907,-0.14923,-0.40284,-0.3409,-0.55079,-0.12016,0.31925
1831,-0.26235,-0.22571,-0.43765,-0.36945,-0.59156,-0.21397,0.31925
1832,-0.36493,-0.30982,-0.47353,-0.39886,-0.64529,-0.32391,0.31925
1833,-0.46445,-0.39142,-0.50957,-0.42841,-0.70476,-0.43287,0.31925
1834,-0.54889,-0.46065,-0.54403,-0.45667,-0.75873,-0.52381,0.31925
1835,-0.60869,-0.50969,-0.57445,-0.48161,-0.79487,-0.58357,0.31925
1836,-0.63873,-0.53431,-0.59816,-0.50104,-0.8037,-0.606,0.31925
1837,-0.63942,-0.53488,-0.61288,-0.51312,-0.78199,-0.59327,0.31925
1838,-0.61655,-0.51612,-0.61739,-0.51682,-0.73433,-0.55489,0.31925
1839,-0.57968,-0.48589,-0.61185,-0.51228,-0.67213,-0.50476,0.31925
1840,-0.53955,-0.453,-0.59782,-0.50077,-0.6103,-0.45709,0.31925
1841,-0.50525,-0.42487,-0.57788,-0.48442,-0.56261,-0.42252,0.31925
1842,-0.48193,-0.40575,-0.55504,-0.46569,-0.53743,-0.40555,0.31925
1843,-0.46986,-0.39585,-0.5319,-0.44672,-0.53511,-0.4041,0.31925
1844,-0.46497,-0.39184,-0.51006,-0.42881,-0.5481,-0.41107,0.31925
1845,-0.46073,-0.38836,-0.48976,-0.41217,-0.56362,-0.41727,0.31925
1846,-0.45061,-0.38007,-0.46995,-0.39593,-0.56798,-0.41469,0.31925
1847,-0.43041,-0.36351,-0.44877,-0.37856,-0.5511,-0.39908,0.31925
1848,-0.39962,-0.33826,-0.4243,-0.35849,-0.50968,-0.37091,0.31925
1849,-0.36156,-0.30705,-0.39538,-0.33478,-0.44795,-0.3349,0.31925
1850,-0.32219,-0.27477,-0.36226,-0.30763,-0.37607,-0.29806,0.31925
1851,-0.28828,-0.24697,-0.32683,-0.27858,-0.30656,-0.26741,0.31925
1852,-0.26537,-0.22818,-0.29233,-0.25029,-0.25039,-0.24783,0.31925
1853,-0.25629,-0.22075,-0.26271,-0.22601,-0.21384,-0.24098,0.31925
1854,-0.26071,-0.22437,-0.24163,-0.20872,-0.19729,-0.24528,0.31925
1855,-0.2755,-0.2365,-0.23152,-0.20043,-0.1961,-0.25689,0.31925
1856,-0.29597,-0.25328,-0.23293,-0.20159,-0.20316,-0.27115,0.31925
1857,-0.31719,-0.27068,-0.24429,-0.2109,-0.21183,-0.284,0.31925
1858,-0.33515,-0.2854,-0.26224,-0.22562,-0.21838,-0.2928,0.31925
1859,-0.34743,-0.29547,-0.28236,-0.24212,-0.22285,-0.29663,0.31925
1860,-0.35338,-0.30035,-0.30021,-0.25675,-0.2284,-0.29603,0.31925
1861,-0.35391,-0.30078,-0.3124,-0.26675,-0.23939,-0.29254,0.31925
1862,-0.3512,-0.29856,-0.31739,-0.27084,-0.25931,-0.28834,0.31925
1863,-0.34833,-0.29621,-0.31588,-0.2696,-0.28918,-0.28598,0.31925
1864,-0.34889,-0.29667,-0.31064,-0.2653,-0.32709,-0.28818,0.31925
1865,-0.35637,-0.3028,-0.30571,-0.26126,-0.36885,-0.29744,0.31925
1866,-0.37322,-0.31661,-0.30527,-0.26091,-0.40921,-0.31534,0.31925
1867,-0.39987,-0.33847,-0.31234,-0.2667,-0.44321,-0.34158,0.31925
1868,-0.43378,-0.36627,-0.32767,-0.27927,-0.46704,-0.37312,0.31925
1869,-0.46915,-0.39527,-0.34925,-0.29696,-0.47832,-0.40395,0.31925
1870,-0.49762,-0.41862,-0.37264,-0.31614,-0.476,-0.42582,0.31925
1871,-0.51015,-0.42889,-0.39205,-0.33205,-0.4602,-0.43016,0.31925
1872,-0.49962,-0.42026,-0.40202,-0.34023,-0.43233,-0.4107,0.31925
1873,-0.46351,-0.39065,-0.39922,-0.33793,-0.39556,-0.3661,0.31925
1874,-0.40572,-0.34327,-0.3837,-0.32521,-0.35506,-0.30153,0.31925
1875,-0.33666,-0.28664,-0.35925,-0.30516,-0.31797,-0.22853,0.31925
1876,-0.27133,-0.23307,-0.33259,-0.2833,-0.29234,-0.16274,0.31925
1877,-0.22566,-0.19563,-0.31153,-0.26604,-0.28544,-0.12007,0.31925
1878,-0.21222,-0.18461,-0.3027,-0.25879,-0.30156,-0.11225,0.31925
1879,-0.23641,-0.20444,-0.3095,-0.26437,-0.34036,-0.14325,0.31925
1880,-0.2946,-0.25216,-0.33099,-0.28199,-0.39625,-0.2077,0.31925
1881,-0.3748,-0.31791,-0.36214,-0.30753,-0.45936,-0.29198,0.31925
1882,-0.45971,-0.38753,-0.3953,-0.33472,-0.51798,-0.37774,0.31925
1883,-0.53144,-0.44635,-0.42252,-0.35704,-0.5615,-0.44675,0.31925
1884,-0.57625,-0.48309,-0.4379,-0.36965,-0.58318,-0.48574,0.31925
1885,-0.58792,-0.49265,-0.43921,-0.37072,-0.58155,-0.48958,0.31925
1886,-0.5688,-0.47698,-0.42829,-0.36177,-0.56017,-0.46199,0.31925
1887,-0.52825,-0.44373,-0.41012,-0.34687,-0.52584,-0.41366,0.31925
1888,-0.47921,-0.40352,-0.39106,-0.33125,-0.48613,-0.35863,0.31925
1889,-0.43406,-0.3665,-0.37672,-0.31949,-0.44707,-0.31008,0.31925
1890,-0.40124,-0.33959,-0.37037,-0.31428,-0.41198,-0.27697,0.31925
1891,-0.38358,-0.32511,-0.37223,-0.3158,-0.38159,-0.26248,0.31925
1892,-0.37871,-0.32112,-0.37989,-0.32209,-0.35534,-0.26447,0.31925
1893,-0.381,-0.323,-0.38949,-0.32996,-0.33296,-0.27734,0.31925
1894,-0.38423,-0.32564,-0.39722,-0.3363,-0.31561,-0.29451,0.31925
1895,-0.38382,-0.32531,-0.40058,-0.33905,-0.30598,-0.31052,0.31925
1896,-0.37797,-0.32051,-0.39904,-0.33779,-0.30728,-0.32199,0.31925
1897,-0.36741,-0.31185,-0.39395,-0.33361,-0.32163,-0.32746,0.31925
1898,-0.35422,-0.30104,-0.38791,-0.32866,-0.3485,-0.32658,0.31925
1899,-0.34045,-0.28975,-0.38381,-0.32529,-0.38395,-0.31915,0.31925
1900,-0.32709,-0.2788,-0.38405,-0.3255,-0.42114,-0.30472,0.31925
1901,-0.31403,-0.26808,-0.39,-0.33037,-0.45189,-0.28302,0.31925
1902,-0.30068,-0.25714,-0.40181,-0.34006,-0.46892,-0.25485,0.31925
1903,-0.28715,-0.24604,-0.41854,-0.35377,-0.46791,-0.22309,0.31925
1904,-0.27499,-0.23608,-0.43838,-0.37004,-0.44879,-0.1931,0.31925
1905,-0.26743,-0.22987,-0.45895,-0.38691,-0.41586,-0.17211,0.31925
1906,-0.26857,-0.23081,-0.4776,-0.4022,-0.37668,-0.16757,0.31925
1907,-0.28207,-0.24188,-0.49172,-0.41377,-0.34014,-0.18495,0.31925
1908,-0.30963,-0.26448,-0.4992,-0.41991,-0.31432,-0.22571,0.31925
1909,-0.34989,-0.29749,-0.49894,-0.4197,-0.30461,-0.28607,0.31925
1910,-0.39828,-0.33716,-0.49128,-0.41342,-0.31275,-0.35723,0.31925
1911,-0.44779,-0.37776,-0.47823,-0.40272,-0.33663,-0.42712,0.31925
1912,-0.49057,-0.41283,-0.46327,-0.39045,-0.37111,-0.48309,0.31925
1913,-0.51982,-0.43682,-0.45065,-0.3801,-0.40938,-0.51511,0.31925
1914,-0.53146,-0.44636,-0.44424,-0.37485,-0.4445,-0.51827,0.31925
1915,-0.52515,-0.44118,-0.44634,-0.37657,-0.4709,-0.49419,0.31925
1916,-0.5043,-0.42409,-0.45667,-0.38504,-0.48542,-0.45064,0.31925
1917,-0.47516,-0.4002,-0.47215,-0.39773,-0.48771,-0.39959,0.31925
1918,-0.4452,-0.37563,-0.48738,-0.41022,-0.48,-0.35416,0.31925
1919,-0.42109,-0.35586,-0.49605,-0.41733,-0.46618,-0.32516,0.31925
1920,-0.40691,-0.34424,-0.49271,-0.41459,-0.45049,-0.3182,0.31925
1921,-0.40296,-0.341,-0.47437,-0.39955,-0.43612,-0.3321,0.31925
1922,-0.40555,-0.34312,-0.44151,-0.37261,-0.42409,-0.35909,0.31925
1923,-0.40786,-0.34501,-0.39794,-0.33688,-0.41285,-0.38677,0.31925
1924,-0.40173,-0.33999,-0.34956,-0.29722,-0.39872,-0.40149,0.31925
1925,-0.37996,-0.32214,-0.3025,-0.25863,-0.37714,-0.39203,0.31925
1926,-0.33843,-0.28809,-0.26102,-0.22462,-0.34427,-0.3529,0.31925
1927,-0.27754,-0.23816,-0.22617,-0.19605,-0.29854,-0.28606,0.31925
1928,-0.20237,-0.17653,-0.19556,-0.17094,-0.24159,-0.20063,0.31925
1929,-0.12164,-0.11034,-0.16449,-0.14548,-0.17811,-0.11067,0.31925
1930,-0.045631,-0.048019,-0.12816,-0.11569,-0.11475,-0.031547,0.31925
1931,0.016332,0.0027866,-0.084053,-0.079521,-0.058325,0.024111,0.31925
1932,0.058047,0.036989,-0.033793,-0.038312,-0.013889,0.049601,0.31925
1933,0.077739,0.053135,0.016363,0.0028117,0.016659,0.045755,0.31925
1934,0.078156,0.053477,0.056765,0.035939,0.035031,0.020439,0.31925
1935,0.065515,0.043113,0.077057,0.052576,0.045903,-0.013815,0.31925
1936,0.047695,0.028501,0.069533,0.046407,0.05537,-0.04332,0.31925
1937,0.032233,0.015824,0.032099,0.015714,0.068992,-0.056871,0.31925
1938,0.024682,0.0096324,-0.030185,-0.035354,0.090039,-0.048501,0.31925
1939,0.027692,0.012101,-0.1056,-0.09719,0.11845,-0.01864,0.31925
1940,0.040962,0.022981,-0.17828,-0.15678,0.15083,0.026508,0.31925
1941,0.061898,0.040147,-0.23204,-0.20086,0.18143,0.077098,0.31925
1942,0.086699,0.060482,-0.25448,-0.21926,0.20387,0.12256,0.31925
1943,0.11147,0.080793,-0.24018,-0.20753,0.21307,0.15442,0.31925
1944,0.13307,0.0985,-0.192,-0.16803,0.20673,0.16833,0.31925
1945,0.14948,0.11196,-0.12031,-0.10925,0.18608,0.16462,0.31925
1946,0.15978,0.12041,-0.040339,-0.043679,0.15554,0.14764,0.31925
1947,0.16378,0.12368,0.031646,0.015343,0.12147,0.12389,0.31925
1948,0.1616,0.12189,0.082163,0.056763,0.090375,0.09989,0.31925
1949,0.15345,0.11521,0.10355,0.074299,0.06717,0.080274,0.31925
1950,0.13971,0.10394,0.095468,0.067672,0.054033,0.066759,0.31925
1951,0.12115,0.088727,0.064631,0.042388,0.050164,0.058196,0.31925
1952,0.099311,0.070823,0.022927,0.0081939,0.052512,0.05155,0.31925
1953,0.076608,0.052208,-0.015607,-0.023401,0.057134,0.043377,0.31925
1954,0.056037,0.035341,-0.038245,-0.041962,0.060667,0.031236,0.31925
1955,0.0405,0.022602,-0.036702,-0.040697,0.061359,0.01456,0.31925
1956,0.031879,0.015534,-0.0092074,-0.018154,0.059333,-0.0052463,0.31925
1957,0.03024,0.01419,0.038986,0.021361,0.056022,-0.025422,0.31925
1958,0.033507,0.016869,0.09684,0.068797,0.053084,-0.042872,0.31925
1959,0.037825,0.020409,0.15029,0.11262,0.051277,-0.0552,0.31925
1960,0.038582,0.02103,0.18588,0.1418,0.049771,-0.061392,0.31925
1961,0.031799,0.015468,0.19435,0.14875,0.046204,-0.061988,0.31925
1962,0.015428,0.0020449,0.17325,0.13144,0.037487,-0.058762,0.31925
1963,-0.0098697,-0.018697,0.12768,0.094082,0.021076,-0.054069,0.31925
1964,-0.040745,-0.044012,0.06913,0.046076,-0.0037512,-0.050142,0.31925
1965,-0.071998,-0.069637,0.012411,-0.0004284,-0.035086,-0.04851,0.31925
1966,-0.097962,-0.090926,-0.02828,-0.033792,-0.068379,-0.049713,0.31925
1967,-0.11403,-0.1041,-0.043156,-0.045989,-0.097315,-0.053311,0.31925
1968,-0.11784,-0.10722,-0.029381,-0.034694,-0.11537,-0.058149,0.31925
1969,-0.10985,-0.10067,0.0083522,-0.0037564,-0.11764,-0.062771,0.31925
1970,-0.093097,-0.086936,0.059339,0.038049,-0.10238,-0.065839,0.31925
1971,-0.072254,-0.069848,0.11,0.079585,-0.071824,-0.066458,0.31925
1972,-0.05235,-0.053528,0.14765,0.11046,-0.031896,-0.064315,0.31925
1973,-0.037428,-0.041292,0.16381,0.12371,0.0091148,-0.059621,0.31925
1974,-0.029591,-0.034867,0.15608,0.11737,0.042645,-0.052884,0.31925
1975,-0.02866,-0.034104,0.12817,0.094486,0.062141,-0.044615,0.31925
1976,-0.0325,-0.037252,0.088177,0.061693,0.064866,-0.035091,0.31925
1977,-0.037858,-0.041645,0.045866,0.027002,0.052652,-0.024274,0.31925
1978,-0.041427,-0.044572,0.0098921,-0.0024938,0.031342,-0.011923,0.31925
1979,-0.040742,-0.04401,-0.01417,-0.022223,0.0090488,0.0021338,0.31925
1980,-0.03466,-0.039023,-0.024428,-0.030633,-0.0062578,0.017704,0.31925
1981,-0.023297,-0.029706,-0.021953,-0.028605,-0.0090844,0.034038,0.31925
1982,-0.0075323,-0.01678,-0.0092564,-0.018194,0.0020607,0.04987,0.31925
1983,0.011644,-0.0010571,0.011293,-0.0013452,0.024414,0.063709,0.31925
1984,0.033641,0.016978,0.038384,0.020867,0.052026,0.074287,0.31925
1985,0.058389,0.03727,0.071687,0.048173,0.077762,0.081031,0.31925
1986,0.086049,0.059949,0.11092,0.080338,0.095568,0.08434,0.31925
1987,0.11646,0.084884,0.15457,0.11613,0.10224,0.085567,0.31925
1988,0.14862,0.11125,0.19904,0.15259,0.098193,0.08667,0.31925
1989,0.18047,0.13737,0.23869,0.1851,0.086942,0.089635,0.31925
1990,0.20921,0.16093,0.26701,0.20832,0.073668,0.095853,0.31925
1991,0.23199,0.17961,0.27854,0.21777,0.063236,0.10565,0.31925
1992,0.24684,0.19179,0.27091,0.21152,0.058442,0.11811,0.31925
1993,0.25344,0.1972,0.24623,0.19129,0.059009,0.13127,0.31925
1994,0.2534,0.19716,0.21114,0.16252,0.06164,0.1426,0.31925
1995,0.24993,0.19432,0.17544,0.13324,0.061093,0.1496,0.31925
