year,cps(CRU),cps(iCRU),no-dendro cps(CRU), no-dendro cps(iCRU), no-luter cps(CRU), no-luter cps(iCRU), uncertainty
1149,-0.36587,-0.31059,-0.55982,NaN,-0.36587,-0.31059,0.26406
1150,-0.40225,-0.34042,-0.59748,NaN,-0.40225,-0.34042,0.26406
1151,-0.43342,-0.36597,-0.62484,NaN,-0.43342,-0.36597,0.26406
1152,-0.4609,-0.38851,-0.64271,NaN,-0.4609,-0.38851,0.26406
1153,-0.48677,-0.40972,-0.65238,NaN,-0.48677,-0.40972,0.26406
1154,-0.51177,-0.43022,-0.65468,NaN,-0.51177,-0.43022,0.26406
1155,-0.5341,-0.44853,-0.64952,NaN,-0.5341,-0.44853,0.26406
1156,-0.54937,-0.46104,-0.63621,NaN,-0.54937,-0.46104,0.26406
1157,-0.55193,-0.46314,-0.61438,NaN,-0.55193,-0.46314,0.26406
1158,-0.53714,-0.45102,-0.58507,NaN,-0.53714,-0.45102,0.26406
1159,-0.50362,-0.42353,-0.55143,NaN,-0.50362,-0.42353,0.26406
1160,-0.45472,-0.38344,-0.51868,NaN,-0.45472,-0.38344,0.26406
1161,-0.39845,-0.33731,-0.49307,NaN,-0.39845,-0.33731,0.26406
1162,-0.34583,-0.29416,-0.48024,NaN,-0.34583,-0.29416,0.26406
1163,-0.30796,-0.2631,-0.48335,NaN,-0.30796,-0.2631,0.26406
1164,-0.29289,-0.25075,-0.50177,NaN,-0.29289,-0.25075,0.26406
1165,-0.30321,-0.25921,-0.53087,NaN,-0.30321,-0.25921,0.26406
1166,-0.33513,-0.28538,-0.56293,NaN,-0.33513,-0.28538,0.26406
1167,-0.37948,-0.32175,-0.58921,NaN,-0.37948,-0.32175,0.26406
1168,-0.42424,-0.35845,-0.60235,NaN,-0.42424,-0.35845,0.26406
1169,-0.45789,-0.38604,-0.59843,NaN,-0.45789,-0.38604,0.26406
1170,-0.47252,-0.39803,-0.57809,NaN,-0.47252,-0.39803,0.26406
1171,-0.46573,-0.39247,-0.54628,NaN,-0.46573,-0.39247,0.26406
1172,-0.44094,-0.37214,-0.51076,NaN,-0.44094,-0.37214,0.26406
1173,-0.40585,-0.34337,-0.4799,NaN,-0.40585,-0.34337,0.26406
1174,-0.36993,-0.31392,-0.4604,NaN,-0.36993,-0.31392,0.26406
1175,-0.34151,-0.29061,-0.45574,NaN,-0.34151,-0.29061,0.26406
1176,-0.32555,-0.27753,-0.46568,NaN,-0.32555,-0.27753,0.26406
1177,-0.32279,-0.27527,-0.48682,NaN,-0.32279,-0.27527,0.26406
1178,-0.33019,-0.28133,-0.51402,NaN,-0.33019,-0.28133,0.26406
1179,-0.34266,-0.29156,-0.54203,NaN,-0.34266,-0.29156,0.26406
1180,-0.35521,-0.30185,-0.56676,NaN,-0.35521,-0.30185,0.26406
1181,-0.36469,-0.30963,-0.58597,NaN,-0.36469,-0.30963,0.26406
1182,-0.37073,-0.31457,-0.59918,NaN,-0.37073,-0.31457,0.26406
1183,-0.37535,-0.31836,-0.6071,NaN,-0.37535,-0.31836,0.26406
1184,-0.38172,-0.32359,-0.61091,NaN,-0.38172,-0.32359,0.26406
1185,-0.39247,-0.3324,-0.61167,NaN,-0.39247,-0.3324,0.26406
1186,-0.40813,-0.34524,-0.61009,NaN,-0.40813,-0.34524,0.26406
1187,-0.42652,-0.36032,-0.60668,NaN,-0.42652,-0.36032,0.26406
1188,-0.44317,-0.37397,-0.60195,NaN,-0.44317,-0.37397,0.26406
1189,-0.45267,-0.38176,-0.59655,NaN,-0.45267,-0.38176,0.26406
1190,-0.45056,-0.38003,-0.5913,NaN,-0.45056,-0.38003,0.26406
1191,-0.43516,-0.3674,-0.58678,NaN,-0.43516,-0.3674,0.26406
1192,-0.40847,-0.34552,-0.58309,NaN,-0.40847,-0.34552,0.26406
1193,-0.37613,-0.319,-0.57945,NaN,-0.37613,-0.319,0.26406
1194,-0.34602,-0.29431,-0.57436,NaN,-0.34602,-0.29431,0.26406
1195,-0.32616,-0.27803,-0.56586,NaN,-0.32616,-0.27803,0.26406
1196,-0.3224,-0.27494,-0.55219,NaN,-0.3224,-0.27494,0.26406
1197,-0.33667,-0.28665,-0.53247,NaN,-0.33667,-0.28665,0.26406
1198,-0.36631,-0.31095,-0.5071,NaN,-0.36631,-0.31095,0.26406
1199,-0.40473,-0.34245,-0.47781,NaN,-0.40473,-0.34245,0.26406
1200,-0.44309,-0.3739,-0.5255,NaN,-0.44309,-0.3739,0.26406
1201,-0.47253,-0.39804,-0.44351,NaN,-0.47253,-0.39804,0.26406
1202,-0.48623,-0.40928,-0.37372,NaN,-0.48623,-0.40928,0.26406
1203,-0.4807,-0.40474,-0.32349,NaN,-0.4807,-0.40474,0.26406
1204,-0.45607,-0.38454,-0.295,NaN,-0.45607,-0.38454,0.26406
1205,-0.41554,-0.35131,-0.28484,NaN,-0.41554,-0.35131,0.26406
1206,-0.36436,-0.30935,-0.28552,NaN,-0.36436,-0.30935,0.26406
1207,-0.30874,-0.26374,-0.28848,NaN,-0.30874,-0.26374,0.26406
1208,-0.25504,-0.21972,-0.2872,NaN,-0.25504,-0.21972,0.26406
1209,-0.20932,-0.18223,-0.27942,NaN,-0.20932,-0.18223,0.26406
1210,-0.17682,-0.15559,-0.2677,NaN,-0.17682,-0.15559,0.26406
1211,-0.16149,-0.14301,-0.25802,NaN,-0.16149,-0.14301,0.26406
1212,-0.16502,-0.14591,-0.25714,NaN,-0.16502,-0.14591,0.26406
1213,-0.18607,-0.16317,-0.26967,NaN,-0.18607,-0.16317,0.26406
1214,-0.21972,-0.19076,-0.29603,NaN,-0.21972,-0.19076,0.26406
1215,-0.25792,-0.22208,-0.332,NaN,-0.25792,-0.22208,0.26406
1216,-0.29104,-0.24924,-0.37012,NaN,-0.29104,-0.24924,0.26406
1217,-0.31041,-0.26512,-0.40228,NaN,-0.31041,-0.26512,0.26406
1218,-0.311,-0.2656,-0.42267,NaN,-0.311,-0.2656,0.26406
1219,-0.29344,-0.2512,-0.42993,NaN,-0.29344,-0.2512,0.26406
1220,-0.26448,-0.22746,-0.42772,NaN,-0.26448,-0.22746,0.26406
1221,-0.23533,-0.20356,-0.42349,NaN,-0.23533,-0.20356,0.26406
1222,-0.21849,-0.18975,-0.42596,NaN,-0.21849,-0.18975,0.26406
1223,-0.22378,-0.19408,-0.44202,NaN,-0.22378,-0.19408,0.26406
1224,-0.25503,-0.21971,-0.47433,NaN,-0.25503,-0.21971,0.26406
1225,-0.30854,-0.26358,-0.52008,NaN,-0.30854,-0.26358,0.26406
1226,-0.37381,-0.3171,-0.57163,NaN,-0.37381,-0.3171,0.26406
1227,-0.43643,-0.36844,-0.61838,NaN,-0.43643,-0.36844,0.26406
1228,-0.48211,-0.40589,-0.64958,NaN,-0.48211,-0.40589,0.26406
1229,-0.50058,-0.42104,-0.65695,NaN,-0.50058,-0.42104,0.26406
1230,-0.4882,-0.41089,-0.6365,NaN,-0.4882,-0.41089,0.26406
1231,-0.44851,-0.37835,-0.58921,NaN,-0.44851,-0.37835,0.26406
1232,-0.3908,-0.33103,-0.52043,NaN,-0.3908,-0.33103,0.26406
1233,-0.32726,-0.27893,-0.43848,NaN,-0.32726,-0.27893,0.26406
1234,-0.26974,-0.23177,-0.35289,NaN,-0.26974,-0.23177,0.26406
1235,-0.2271,-0.19681,-0.2727,NaN,-0.2271,-0.19681,0.26406
1236,-0.20361,-0.17755,-0.20528,NaN,-0.20361,-0.17755,0.26406
1237,-0.19891,-0.17369,-0.15561,NaN,-0.19891,-0.17369,0.26406
1238,-0.20892,-0.1819,-0.1261,NaN,-0.20892,-0.1819,0.26406
1239,-0.22754,-0.19717,-0.11675,NaN,-0.22754,-0.19717,0.26406
1240,-0.24845,-0.21431,-0.12554,NaN,-0.24845,-0.21431,0.26406
1241,-0.26651,-0.22912,-0.14894,NaN,-0.26651,-0.22912,0.26406
1242,-0.27874,-0.23915,-0.18255,NaN,-0.27874,-0.23915,0.26406
1243,-0.28451,-0.24388,-0.22166,NaN,-0.28451,-0.24388,0.26406
1244,-0.28534,-0.24456,-0.26195,NaN,-0.28534,-0.24456,0.26406
1245,-0.28409,-0.24353,-0.2999,NaN,-0.28409,-0.24353,0.26406
1246,-0.28407,-0.24352,-0.33315,NaN,-0.28407,-0.24352,0.26406
1247,-0.28807,-0.2468,-0.36045,NaN,-0.28807,-0.2468,0.26406
1248,-0.29756,-0.25458,-0.38147,NaN,-0.29756,-0.25458,0.26406
1249,-0.31234,-0.2667,-0.39634,NaN,-0.31234,-0.2667,0.26406
1250,-0.3306,-0.28167,-0.40527,NaN,-0.3306,-0.28167,0.26406
1251,-0.3495,-0.29716,-0.40825,NaN,-0.3495,-0.29716,0.26406
1252,-0.36597,-0.31067,-0.40505,NaN,-0.36597,-0.31067,0.26406
1253,-0.37762,-0.32022,-0.39543,NaN,-0.37762,-0.32022,0.26406
1254,-0.38336,-0.32493,-0.37953,NaN,-0.38336,-0.32493,0.26406
1255,-0.3836,-0.32513,-0.35818,NaN,-0.3836,-0.32513,0.26406
1256,-0.37991,-0.3221,-0.33303,NaN,-0.37991,-0.3221,0.26406
1257,-0.37432,-0.31751,-0.30641,NaN,-0.37432,-0.31751,0.26406
1258,-0.36844,-0.31269,-0.28078,NaN,-0.36844,-0.31269,0.26406
1259,-0.36278,-0.30805,-0.25809,NaN,-0.36278,-0.30805,0.26406
1260,-0.35645,-0.30286,-0.23926,NaN,-0.35645,-0.30286,0.26406
1261,-0.34742,-0.29546,-0.22395,NaN,-0.34742,-0.29546,0.26406
1262,-0.33325,-0.28385,-0.21086,NaN,-0.33325,-0.28385,0.26406
1263,-0.31206,-0.26647,-0.19843,NaN,-0.31206,-0.26647,0.26406
1264,-0.2834,-0.24297,-0.18583,NaN,-0.2834,-0.24297,0.26406
1265,-0.24878,-0.21458,-0.17369,NaN,-0.24878,-0.21458,0.26406
1266,-0.21163,-0.18412,-0.16437,NaN,-0.21163,-0.18412,0.26406
1267,-0.17666,-0.15545,-0.16141,NaN,-0.17666,-0.15545,0.26406
1268,-0.1489,-0.13269,-0.1683,NaN,-0.1489,-0.13269,0.26406
1269,-0.13254,-0.11928,-0.18705,NaN,-0.13254,-0.11928,0.26406
1270,-0.13003,-0.11722,-0.21685,NaN,-0.13003,-0.11722,0.26406
1271,-0.14157,-0.12668,-0.25366,NaN,-0.14157,-0.12668,0.26406
1272,-0.16515,-0.14601,-0.29082,NaN,-0.16515,-0.14601,0.26406
1273,-0.19703,-0.17215,-0.32076,NaN,-0.19703,-0.17215,0.26406
1274,-0.23257,-0.2013,-0.33722,NaN,-0.23257,-0.2013,0.26406
1275,-0.26722,-0.2297,-0.33733,NaN,-0.26722,-0.2297,0.26406
1276,-0.29732,-0.25438,-0.32278,NaN,-0.29732,-0.25438,0.26406
1277,-0.3208,-0.27363,-0.29971,NaN,-0.3208,-0.27363,0.26406
1278,-0.33751,-0.28734,-0.27708,NaN,-0.33751,-0.28734,0.26406
1279,-0.34916,-0.29689,-0.26423,NaN,-0.34916,-0.29689,0.26406
1280,-0.35891,-0.30488,-0.2682,NaN,-0.35891,-0.30488,0.26406
1281,-0.37062,-0.31449,-0.29171,NaN,-0.37062,-0.31449,0.26406
1282,-0.38786,-0.32862,-0.33246,NaN,-0.38786,-0.32862,0.26406
1283,-0.41287,-0.34912,-0.3838,NaN,-0.41287,-0.34912,0.26406
1284,-0.44567,-0.37602,-0.43666,NaN,-0.44567,-0.37602,0.26406
1285,-0.48373,-0.40723,-0.48193,NaN,-0.48373,-0.40723,0.26406
1286,-0.52218,-0.43875,-0.51273,NaN,-0.52218,-0.43875,0.26406
1287,-0.55483,-0.46552,-0.52579,NaN,-0.55483,-0.46552,0.26406
1288,-0.57568,-0.48262,-0.52179,NaN,-0.57568,-0.48262,0.26406
1289,-0.58069,-0.48672,-0.5046,NaN,-0.58069,-0.48672,0.26406
1290,-0.56908,-0.4772,-0.47991,NaN,-0.56908,-0.4772,0.26406
1291,-0.54388,-0.45655,-0.4536,NaN,-0.54388,-0.45655,0.26406
1292,-0.51138,-0.42989,-0.43042,NaN,-0.51138,-0.42989,0.26406
1293,-0.4794,-0.40368,-0.41307,NaN,-0.4794,-0.40368,0.26406
1294,-0.45515,-0.38379,-0.40204,NaN,-0.45515,-0.38379,0.26406
1295,-0.44299,-0.37382,-0.39588,NaN,-0.44299,-0.37382,0.26406
1296,-0.44309,-0.3739,-0.39182,NaN,-0.44309,-0.3739,0.26406
1297,-0.45137,-0.38069,-0.38671,NaN,-0.45137,-0.38069,0.26406
1298,-0.46084,-0.38846,-0.37793,NaN,-0.46084,-0.38846,0.26406
1299,-0.46398,-0.39103,-0.36425,NaN,-0.46398,-0.39103,0.26406
1300,-0.45536,-0.38397,-0.27957,NaN,-0.45536,-0.38397,0.26406
1301,-0.4337,-0.3662,-0.3091,NaN,-0.4337,-0.3662,0.26406
1302,-0.40251,-0.34063,-0.32529,NaN,-0.40251,-0.34063,0.26406
1303,-0.36923,-0.31334,-0.32819,NaN,-0.36923,-0.31334,0.26406
1304,-0.34286,-0.29172,-0.32247,NaN,-0.34286,-0.29172,0.26406
1305,-0.33108,-0.28206,-0.31631,NaN,-0.33108,-0.28206,0.26406
1306,-0.33759,-0.2874,-0.31872,NaN,-0.33759,-0.2874,0.26406
1307,-0.36079,-0.30642,-0.33644,NaN,-0.36079,-0.30642,0.26406
1308,-0.39415,-0.33378,-0.37126,NaN,-0.39415,-0.33378,0.26406
1309,-0.42829,-0.36177,-0.41915,NaN,-0.42829,-0.36177,0.26406
1310,-0.45403,-0.38288,-0.4713,NaN,-0.45403,-0.38288,0.26406
1311,-0.46543,-0.39222,-0.51689,NaN,-0.46543,-0.39222,0.26406
1312,-0.46172,-0.38918,-0.5465,NaN,-0.46172,-0.38918,0.26406
1313,-0.44744,-0.37747,-0.55507,NaN,-0.44744,-0.37747,0.26406
1314,-0.4307,-0.36375,-0.54324,NaN,-0.4307,-0.36375,0.26406
1315,-0.42016,-0.3551,-0.51676,NaN,-0.42016,-0.3551,0.26406
1316,-0.4217,-0.35636,-0.48427,NaN,-0.4217,-0.35636,0.26406
1317,-0.43613,-0.3682,-0.45425,NaN,-0.43613,-0.3682,0.26406
1318,-0.45862,-0.38664,-0.43233,NaN,-0.45862,-0.38664,0.26406
1319,-0.48014,-0.40429,-0.41994,NaN,-0.48014,-0.40429,0.26406
1320,-0.49054,-0.41281,-0.41447,NaN,-0.49054,-0.41281,0.26406
1321,-0.48213,-0.40591,-0.41094,NaN,-0.48213,-0.40591,0.26406
1322,-0.45256,-0.38167,-0.40435,NaN,-0.45256,-0.38167,0.26406
1323,-0.40612,-0.34359,-0.39174,NaN,-0.40612,-0.34359,0.26406
1324,-0.3528,-0.29987,-0.37336,NaN,-0.3528,-0.29987,0.26406
1325,-0.30557,-0.26115,-0.35251,NaN,-0.30557,-0.26115,0.26406
1326,-0.27679,-0.23755,-0.33436,NaN,-0.27679,-0.23755,0.26406
1327,-0.27466,-0.2358,-0.32418,NaN,-0.27466,-0.2358,0.26406
1328,-0.30118,-0.25755,-0.32574,NaN,-0.30118,-0.25755,0.26406
1329,-0.35191,-0.29915,-0.34036,NaN,-0.35191,-0.29915,0.26406
1330,-0.41764,-0.35304,-0.36685,NaN,-0.41764,-0.35304,0.26406
1331,-0.48725,-0.41011,-0.40222,NaN,-0.48725,-0.41011,0.26406
1332,-0.55088,-0.46228,-0.44267,NaN,-0.55088,-0.46228,0.26406
1333,-0.6022,-0.50436,-0.48461,NaN,-0.6022,-0.50436,0.26406
1334,-0.63933,-0.5348,-0.52521,NaN,-0.63933,-0.5348,0.26406
1335,-0.66417,-0.55517,-0.56243,NaN,-0.66417,-0.55517,0.26406
1336,-0.68065,-0.56869,-0.59472,NaN,-0.68065,-0.56869,0.26406
1337,-0.69262,-0.5785,-0.62052,NaN,-0.69262,-0.5785,0.26406
1338,-0.70226,-0.5864,-0.63799,NaN,-0.70226,-0.5864,0.26406
1339,-0.70961,-0.59243,-0.64518,NaN,-0.70961,-0.59243,0.26406
1340,-0.7132,-0.59537,-0.64059,NaN,-0.7132,-0.59537,0.26406
1341,-0.71145,-0.59393,-0.62395,NaN,-0.71145,-0.59393,0.26406
1342,-0.70423,-0.58801,-0.59699,NaN,-0.70423,-0.58801,0.26406
1343,-0.69377,-0.57944,-0.56373,NaN,-0.69377,-0.57944,0.26406
1344,-0.68454,-0.57188,-0.53015,NaN,-0.68454,-0.57188,0.26406
1345,-0.68198,-0.56978,-0.50309,NaN,-0.68198,-0.56978,0.26406
1346,-0.69064,-0.57688,-0.48864,NaN,-0.69064,-0.57688,0.26406
1347,-0.71234,-0.59467,-0.49051,NaN,-0.71234,-0.59467,0.26406
1348,-0.7451,-0.62153,-0.50874,NaN,-0.7451,-0.62153,0.26406
1349,-0.78331,-0.65285,-0.53934,NaN,-0.78331,-0.65285,0.26406
1350,-0.81913,-0.68223,-0.57498,NaN,-0.81913,-0.68223,0.26406
1351,-0.8448,-0.70327,-0.60677,NaN,-0.8448,-0.70327,0.26406
1352,-0.85493,-0.71158,-0.62647,NaN,-0.85493,-0.71158,0.26406
1353,-0.84818,-0.70605,-0.62882,NaN,-0.84818,-0.70605,0.26406
1354,-0.82759,-0.68916,-0.61306,NaN,-0.82759,-0.68916,0.26406
1355,-0.79958,-0.6662,-0.58325,NaN,-0.79958,-0.6662,0.26406
1356,-0.77188,-0.64349,-0.5473,NaN,-0.77188,-0.64349,0.26406
1357,-0.75107,-0.62643,-0.51486,NaN,-0.75107,-0.62643,0.26406
1358,-0.74062,-0.61785,-0.49466,NaN,-0.74062,-0.61785,0.26406
1359,-0.73997,-0.61733,-0.49204,NaN,-0.73997,-0.61733,0.26406
1360,-0.74504,-0.62148,-0.50748,NaN,-0.74504,-0.62148,0.26406
1361,-0.7497,-0.6253,-0.53638,NaN,-0.7497,-0.6253,0.26406
1362,-0.74792,-0.62384,-0.57032,NaN,-0.74792,-0.62384,0.26406
1363,-0.73549,-0.61365,-0.59928,NaN,-0.73549,-0.61365,0.26406
1364,-0.711,-0.59357,-0.61426,NaN,-0.711,-0.59357,0.26406
1365,-0.67567,-0.5646,-0.6095,NaN,-0.67567,-0.5646,0.26406
1366,-0.63233,-0.52906,-0.58368,NaN,-0.63233,-0.52906,0.26406
1367,-0.58404,-0.48947,-0.53994,NaN,-0.58404,-0.48947,0.26406
1368,-0.53307,-0.44768,-0.48467,NaN,-0.53307,-0.44768,0.26406
1369,-0.48061,-0.40467,-0.42576,NaN,-0.48061,-0.40467,0.26406
1370,-0.42736,-0.36101,-0.37068,NaN,-0.42736,-0.36101,0.26406
1371,-0.37451,-0.31767,-0.32508,NaN,-0.37451,-0.31767,0.26406
1372,-0.32452,-0.27669,-0.2921,NaN,-0.32452,-0.27669,0.26406
1373,-0.2812,-0.24116,-0.27238,NaN,-0.2812,-0.24116,0.26406
1374,-0.24861,-0.21445,-0.26459,NaN,-0.24861,-0.21445,0.26406
1375,-0.22946,-0.19875,-0.26612,NaN,-0.22946,-0.19875,0.26406
1376,-0.22338,-0.19376,-0.27364,NaN,-0.22338,-0.19376,0.26406
1377,-0.22619,-0.19606,-0.28352,NaN,-0.22619,-0.19606,0.26406
1378,-0.23063,-0.1997,-0.29225,NaN,-0.23063,-0.1997,0.26406
1379,-0.22872,-0.19813,-0.29677,NaN,-0.22872,-0.19813,0.26406
1380,-0.21482,-0.18674,-0.29507,NaN,-0.21482,-0.18674,0.26406
1381,-0.18843,-0.1651,-0.28675,NaN,-0.18843,-0.1651,0.26406
1382,-0.15526,-0.13791,-0.27339,NaN,-0.15526,-0.13791,0.26406
1383,-0.12607,-0.11398,-0.25847,NaN,-0.12607,-0.11398,0.26406
1384,-0.11319,-0.10341,-0.24664,NaN,-0.11319,-0.10341,0.26406
1385,-0.12598,-0.1139,-0.24242,NaN,-0.12598,-0.1139,0.26406
1386,-0.16691,-0.14746,-0.24873,NaN,-0.16691,-0.14746,0.26406
1387,-0.22975,-0.19898,-0.26573,NaN,-0.22975,-0.19898,0.26406
1388,-0.30091,-0.25732,-0.29042,NaN,-0.30091,-0.25732,0.26406
1389,-0.36368,-0.30879,-0.31735,NaN,-0.36368,-0.30879,0.26406
1390,-0.40396,-0.34182,-0.34015,NaN,-0.40396,-0.34182,0.26406
1391,-0.4154,-0.3512,-0.35359,NaN,-0.4154,-0.3512,0.26406
1392,-0.40195,-0.34017,-0.35528,NaN,-0.40195,-0.34017,0.26406
1393,-0.37676,-0.31952,-0.34658,NaN,-0.37676,-0.31952,0.26406
1394,-0.35754,-0.30376,-0.33225,NaN,-0.35754,-0.30376,0.26406
1395,-0.36008,-0.30584,-0.31895,NaN,-0.36008,-0.30584,0.26406
1396,-0.39217,-0.33215,-0.31305,NaN,-0.39217,-0.33215,0.26406
1397,-0.45012,-0.37967,-0.31859,NaN,-0.45012,-0.37967,0.26406
1398,-0.51936,-0.43644,-0.3359,NaN,-0.51936,-0.43644,0.26406
1399,-0.57884,-0.48521,-0.36146,NaN,-0.57884,-0.48521,0.26406
1400,-0.33001,-0.50893,-0.2994,NaN,-0.33001,-0.50893,0.31591
1401,-0.32218,-0.49636,-0.29946,NaN,-0.32218,-0.49636,0.31591
1402,-0.31706,-0.44563,-0.31496,NaN,-0.31706,-0.44563,0.31591
1403,-0.31258,-0.36492,-0.33707,NaN,-0.31258,-0.36492,0.31591
1404,-0.30591,-0.26976,-0.35672,NaN,-0.30591,-0.26976,0.31591
1405,-0.29454,-0.17838,-0.36676,NaN,-0.29454,-0.17838,0.31591
1406,-0.27759,-0.10644,-0.36362,NaN,-0.27759,-0.10644,0.31591
1407,-0.25651,-0.063101,-0.348,NaN,-0.25651,-0.063101,0.31591
1408,-0.23517,-0.049458,-0.32442,NaN,-0.23517,-0.049458,0.31591
1409,-0.21879,-0.05958,-0.29965,NaN,-0.21879,-0.05958,0.31591
1410,-0.21233,-0.083533,-0.28052,NaN,-0.21233,-0.083533,0.31591
1411,-0.21868,-0.11108,-0.27181,NaN,-0.21868,-0.11108,0.31591
1412,-0.23745,-0.13476,-0.27482,NaN,-0.23745,-0.13476,0.31591
1413,-0.26479,-0.15148,-0.28714,NaN,-0.26479,-0.15148,0.31591
1414,-0.29438,-0.16223,-0.30362,NaN,-0.29438,-0.16223,0.31591
1415,-0.31931,-0.17055,-0.31828,NaN,-0.31931,-0.17055,0.31591
1416,-0.33427,-0.18039,-0.32644,NaN,-0.33427,-0.18039,0.31591
1417,-0.33724,-0.19441,-0.3265,NaN,-0.33724,-0.19441,0.31591
1418,-0.33011,-0.21314,-0.32055,NaN,-0.33011,-0.21314,0.31591
1419,-0.31808,-0.23528,-0.31375,NaN,-0.31808,-0.23528,0.31591
1420,-0.30794,-0.25866,-0.31265,NaN,-0.30794,-0.25866,0.31591
1421,-0.30572,-0.28141,-0.32281,NaN,-0.30572,-0.28141,0.31591
1422,-0.31465,-0.3026,-0.34674,NaN,-0.31465,-0.3026,0.31591
1423,-0.33384,-0.32229,-0.38267,NaN,-0.33384,-0.32229,0.31591
1424,-0.35843,-0.34081,-0.42472,NaN,-0.35843,-0.34081,0.31591
1425,-0.38104,-0.35802,-0.46452,NaN,-0.38104,-0.35802,0.31591
1426,-0.39418,-0.37264,-0.49371,NaN,-0.39418,-0.37264,0.31591
1427,-0.3929,-0.38249,-0.50671,NaN,-0.3929,-0.38249,0.31591
1428,-0.37682,-0.38535,-0.50271,NaN,-0.37682,-0.38535,0.31591
1429,-0.35066,-0.38033,-0.48617,NaN,-0.35066,-0.38033,0.31591
1430,-0.32313,-0.369,-0.46559,NaN,-0.32313,-0.369,0.31591
1431,-0.30436,-0.3559,-0.45086,NaN,-0.30436,-0.3559,0.31591
1432,-0.30257,-0.34772,-0.44993,NaN,-0.30257,-0.34772,0.31591
1433,-0.32122,-0.35157,-0.46607,NaN,-0.32122,-0.35157,0.31591
1434,-0.35756,-0.37253,-0.49651,NaN,-0.35756,-0.37253,0.31591
1435,-0.40322,-0.41153,-0.53325,NaN,-0.40322,-0.41153,0.31591
1436,-0.44678,-0.46428,-0.56561,NaN,-0.44678,-0.46428,0.31591
1437,-0.4773,-0.52183,-0.58388,NaN,-0.4773,-0.52183,0.31591
1438,-0.48798,-0.57279,-0.58268,NaN,-0.48798,-0.57279,0.31591
1439,-0.47826,-0.60659,-0.56295,NaN,-0.47826,-0.60659,0.31591
1440,-0.45399,-0.61675,-0.53176,NaN,-0.45399,-0.61675,0.31591
1441,-0.42543,-0.60316,-0.50009,NaN,-0.42543,-0.60316,0.31591
1442,-0.40391,-0.5724,-0.47918,NaN,-0.40391,-0.5724,0.31591
1443,-0.39831,-0.53596,-0.47692,NaN,-0.39831,-0.53596,0.31591
1444,-0.41268,-0.50687,-0.49532,NaN,-0.41268,-0.50687,0.31591
1445,-0.44552,-0.49574,-0.52996,NaN,-0.44552,-0.49574,0.31591
1446,-0.49103,-0.50749,-0.5715,NaN,-0.49103,-0.50749,0.31591
1447,-0.54133,-0.54004,-0.60868,NaN,-0.54133,-0.54004,0.31591
1448,-0.58906,-0.58515,-0.63164,NaN,-0.58906,-0.58515,0.31591
1449,-0.62896,-0.63145,-0.63461,NaN,-0.62896,-0.63145,0.31591
1450,-0.65844,-0.66834,-0.61706,NaN,-0.65844,-0.66834,0.31591
1451,-0.67685,-0.68962,-0.58316,NaN,-0.67685,-0.68962,0.31591
1452,-0.68433,-0.69544,-0.53998,NaN,-0.68433,-0.69544,0.31591
1453,-0.68088,-0.69189,-0.49505,NaN,-0.68088,-0.69189,0.31591
1454,-0.66613,-0.68846,-0.45434,NaN,-0.66613,-0.68846,0.31591
1455,-0.63993,-0.69413,-0.42104,NaN,-0.63993,-0.69413,0.31591
1456,-0.6034,-0.71367,-0.39549,NaN,-0.6034,-0.71367,0.31591
1457,-0.55967,-0.74537,-0.37608,NaN,-0.55967,-0.74537,0.31591
1458,-0.51384,-0.7811,-0.36049,NaN,-0.51384,-0.7811,0.31591
1459,-0.47193,-0.8088,-0.3469,NaN,-0.47193,-0.8088,0.31591
1460,-0.43921,-0.81649,-0.33461,NaN,-0.43921,-0.81649,0.31591
1461,-0.41838,-0.79644,-0.32403,NaN,-0.41838,-0.79644,0.31591
1462,-0.40859,-0.74817,-0.31612,NaN,-0.40859,-0.74817,0.31591
1463,-0.40569,-0.6791,-0.3116,NaN,-0.40569,-0.6791,0.31591
1464,-0.40369,-0.60282,-0.31035,NaN,-0.40369,-0.60282,0.31591
1465,-0.3971,-0.53521,-0.31122,NaN,-0.3971,-0.53521,0.31591
1466,-0.3831,-0.49,-0.3123,NaN,-0.3831,-0.49,0.31591
1467,-0.36288,-0.47477,-0.31162,NaN,-0.36288,-0.47477,0.31591
1468,-0.34137,-0.48899,-0.30785,NaN,-0.34137,-0.48899,0.31591
1469,-0.32566,-0.5243,-0.30082,NaN,-0.32566,-0.5243,0.31591
1470,-0.32239,-0.56723,-0.29164,NaN,-0.32239,-0.56723,0.31591
1471,-0.33516,-0.60319,-0.28233,NaN,-0.33516,-0.60319,0.31591
1472,-0.36283,-0.62079,-0.27515,NaN,-0.36283,-0.62079,0.31591
1473,-0.39937,-0.61494,-0.27193,NaN,-0.39937,-0.61494,0.31591
1474,-0.43523,-0.58801,-0.27346,NaN,-0.43523,-0.58801,0.31591
1475,-0.45995,-0.54871,-0.27936,NaN,-0.45995,-0.54871,0.31591
1476,-0.46504,-0.50908,-0.28826,NaN,-0.46504,-0.50908,0.31591
1477,-0.44642,-0.4807,-0.2983,NaN,-0.44642,-0.4807,0.31591
1478,-0.40555,-0.47108,-0.3077,NaN,-0.40555,-0.47108,0.31591
1479,-0.34919,-0.48168,-0.31514,NaN,-0.34919,-0.48168,0.31591
