year, cps composite, uncertainty
232,-0.55314,NaN
233,-0.44096,NaN
234,-0.30406,NaN
235,-0.16936,NaN
236,-0.06488,NaN
237,-0.011908,NaN
238,-0.019002,NaN
239,-0.079705,NaN
240,-0.17468,NaN
241,-0.27757,NaN
242,-0.36272,NaN
243,-0.41242,NaN
244,-0.42158,NaN
245,-0.39835,NaN
246,-0.36093,NaN
247,-0.33139,NaN
248,-0.3288,NaN
249,-0.36348,NaN
250,-0.43416,NaN
251,-0.52864,NaN
252,-0.62749,NaN
253,-0.7096,NaN
254,-0.75775,NaN
255,-0.76271,NaN
256,-0.7249,NaN
257,-0.65341,NaN
258,-0.56296,NaN
259,-0.46978,NaN
260,-0.38775,NaN
261,-0.3255,NaN
262,-0.28532,NaN
263,-0.26365,NaN
264,-0.25302,NaN
265,-0.24473,NaN
266,-0.23161,NaN
267,-0.21012,NaN
268,-0.18142,NaN
269,-0.15112,NaN
270,-0.12772,NaN
271,-0.12023,NaN
272,-0.1355,NaN
273,-0.17591,NaN
274,-0.23814,NaN
275,-0.3134,NaN
276,-0.38915,NaN
277,-0.45192,NaN
278,-0.49045,NaN
279,-0.4985,NaN
280,-0.47629,NaN
281,-0.43033,NaN
282,-0.37162,NaN
283,-0.31277,NaN
284,-0.26483,NaN
285,-0.23471,NaN
286,-0.22397,NaN
287,-0.22911,NaN
288,-0.24332,NaN
289,-0.25882,NaN
290,-0.26921,NaN
291,-0.27102,NaN
292,-0.26403,NaN
293,-0.25037,NaN
294,-0.23303,NaN
295,-0.21419,NaN
296,-0.19426,NaN
297,-0.17192,NaN
298,-0.14515,NaN
299,-0.11275,NaN
300,-0.12859,NaN
301,-0.077154,NaN
302,-0.016806,NaN
303,0.032343,NaN
304,0.057293,NaN
305,0.055491,NaN
306,0.034736,NaN
307,0.0098491,NaN
308,-0.0026558,NaN
309,0.0098918,NaN
310,0.052341,NaN
311,0.12045,NaN
312,0.20253,NaN
313,0.28322,NaN
314,0.34796,NaN
315,0.38671,NaN
316,0.39577,NaN
317,0.37737,NaN
318,0.33761,NaN
319,0.28385,NaN
320,0.2225,NaN
321,0.1581,NaN
322,0.09375,NaN
323,0.032232,NaN
324,-0.022903,NaN
325,-0.067156,NaN
326,-0.096041,NaN
327,-0.10684,NaN
328,-0.10034,NaN
329,-0.081596,NaN
330,-0.059195,NaN
331,-0.042972,NaN
332,-0.040947,NaN
333,-0.05656,NaN
334,-0.08728,NaN
335,-0.12519,NaN
336,-0.15942,NaN
337,-0.17965,NaN
338,-0.17939,NaN
339,-0.15807,NaN
340,-0.12113,NaN
341,-0.078195,NaN
342,-0.040172,NaN
343,-0.016076,NaN
344,-0.010794,NaN
345,-0.024308,NaN
346,-0.05247,NaN
347,-0.088884,NaN
348,-0.12716,NaN
349,-0.16273,NaN
350,-0.19381,NaN
351,-0.22114,NaN
352,-0.24688,NaN
353,-0.27305,NaN
354,-0.30011,NaN
355,-0.32612,NaN
356,-0.34698,NaN
357,-0.35752,NaN
358,-0.35321,NaN
359,-0.33188,NaN
360,-0.29482,NaN
361,-0.2468,NaN
362,-0.19484,NaN
363,-0.14617,NaN
364,-0.10603,NaN
365,-0.07622,NaN
366,-0.054882,NaN
367,-0.037782,NaN
368,-0.020557,NaN
369,-0.0010393,NaN
370,0.019318,NaN
371,0.035638,NaN
372,0.041493,NaN
373,0.031812,NaN
374,0.0057115,NaN
375,-0.031951,NaN
376,-0.071081,NaN
377,-0.098938,NaN
378,-0.10403,NaN
379,-0.080015,NaN
380,-0.028226,NaN
381,0.042121,NaN
382,0.11615,NaN
383,0.1773,NaN
384,0.2117,NaN
385,0.21173,NaN
386,0.17747,NaN
387,0.11611,NaN
388,0.039372,NaN
389,-0.039773,NaN
390,-0.11022,NaN
391,-0.16474,NaN
392,-0.2005,NaN
393,-0.21843,NaN
394,-0.22178,NaN
395,-0.21457,NaN
396,-0.20046,NaN
397,-0.18218,NaN
398,-0.16152,NaN
399,-0.13959,NaN
400,-0.38954,0.29449
401,-0.3202,0.29449
402,-0.25772,0.29449
403,-0.20108,0.29449
404,-0.15076,0.29449
405,-0.10879,0.29449
406,-0.078076,0.29449
407,-0.061181,0.29449
408,-0.059216,0.29449
409,-0.07126,0.29449
410,-0.094554,0.29449
411,-0.12535,0.29449
412,-0.16004,0.29449
413,-0.19605,0.29449
414,-0.23214,0.29449
415,-0.26796,0.29449
416,-0.30316,0.29449
417,-0.33638,0.29449
418,-0.36484,0.29449
419,-0.38448,0.29449
420,-0.39109,0.29449
421,-0.38159,0.29449
422,-0.35538,0.29449
423,-0.31485,0.29449
424,-0.26507,0.29449
425,-0.21253,0.29449
426,-0.16348,0.29449
427,-0.1224,0.29449
428,-0.09123,0.29449
429,-0.069484,0.29449
430,-0.055293,0.29449
431,-0.046802,0.29449
432,-0.043334,0.29449
433,-0.045813,0.29449
434,-0.056231,0.29449
435,-0.076403,0.29449
436,-0.10655,0.29449
437,-0.14436,0.29449
438,-0.18511,0.29449
439,-0.2227,0.29449
440,-0.25151,0.29449
441,-0.26815,0.29449
442,-0.27249,0.29449
443,-0.26752,0.29449
444,-0.25797,0.29449
445,-0.24831,0.29449
446,-0.24082,0.29449
447,-0.23468,0.29449
448,-0.22639,0.29449
449,-0.21145,0.29449
450,-0.1867,0.29449
451,-0.15238,0.29449
452,-0.11292,0.29449
453,-0.076124,0.29449
454,-0.050901,0.29449
455,-0.044182,0.29449
456,-0.058262,0.29449
457,-0.089519,0.29449
458,-0.12911,0.29449
459,-0.1655,0.29449
460,-0.18808,0.29449
461,-0.19056,0.29449
462,-0.17314,0.29449
463,-0.14259,0.29449
464,-0.11023,0.29449
465,-0.088541,0.29449
466,-0.087369,0.29449
467,-0.11109,0.29449
468,-0.15739,0.29449
469,-0.21807,0.29449
470,-0.2814,0.29449
471,-0.33532,0.29449
472,-0.37036,0.29449
473,-0.38171,0.29449
474,-0.36979,0.29449
475,-0.33951,0.29449
476,-0.29849,0.29449
477,-0.25502,0.29449
478,-0.21616,0.29449
479,-0.18648,0.29449
480,-0.16771,0.29449
481,-0.15906,0.29449
482,-0.15813,0.29449
483,-0.16202,0.29449
484,-0.16832,0.29449
485,-0.17578,0.29449
486,-0.18461,0.29449
487,-0.19621,0.29449
488,-0.2127,0.29449
489,-0.23613,0.29449
490,-0.26778,0.29449
491,-0.30762,0.29449
492,-0.35405,0.29449
493,-0.40411,0.29449
494,-0.45393,0.29449
495,-0.49954,0.29449
496,-0.53758,0.29449
497,-0.566,0.29449
498,-0.5843,0.29449
499,-0.59354,0.29449
500,-0.38736,0.29449
501,-0.45618,0.29449
502,-0.52471,0.29449
503,-0.58563,0.29449
504,-0.63453,0.29449
505,-0.67084,0.29449
506,-0.69752,0.29449
507,-0.71963,0.29449
508,-0.74231,0.29449
509,-0.76882,0.29449
510,-0.79932,0.29449
511,-0.83079,0.29449
512,-0.85804,0.29449
513,-0.87547,0.29449
514,-0.87893,0.29449
515,-0.86711,0.29449
516,-0.84187,0.29449
517,-0.80755,0.29449
518,-0.76939,0.29449
519,-0.73173,0.29449
520,-0.69651,0.29449
521,-0.66275,0.29449
522,-0.62699,0.29449
523,-0.58475,0.29449
524,-0.53251,0.29449
525,-0.46944,0.29449
526,-0.39847,0.29449
527,-0.32617,0.29449
528,-0.26158,0.29449
529,-0.21401,0.29449
530,-0.19075,0.29449
531,-0.19508,0.29449
532,-0.22535,0.29449
533,-0.27537,0.29449
534,-0.33604,0.29449
535,-0.3978,0.29449
536,-0.45307,0.29449
537,-0.49809,0.29449
538,-0.53336,0.29449
539,-0.56266,0.29449
540,-0.59097,0.29449
541,-0.6219,0.29449
542,-0.65565,0.29449
543,-0.68823,0.29449
544,-0.71224,0.29449
545,-0.719,0.29449
546,-0.70144,0.29449
547,-0.65654,0.29449
548,-0.58671,0.29449
549,-0.49942,0.29449
550,-0.40528,0.29449
551,-0.31523,0.29449
552,-0.23762,0.29449
553,-0.17625,0.29449
554,-0.12987,0.29449
555,-0.093261,0.29449
556,-0.059468,0.29449
557,-0.022417,0.29449
558,0.020867,0.29449
559,0.069116,0.29449
560,0.117,0.29449
561,0.15655,0.29449
562,0.17929,0.29449
563,0.1786,0.29449
564,0.15156,0.29449
565,0.099913,0.29449
566,0.029904,0.29449
567,-0.048869,0.29449
568,-0.1254,0.29449
569,-0.18946,0.29449
570,-0.23363,0.29449
571,-0.25455,0.29449
572,-0.2533,0.29449
573,-0.23471,0.29449
574,-0.20575,0.29449
575,-0.17359,0.29449
576,-0.14371,0.29449
577,-0.11857,0.29449
578,-0.097373,0.29449
579,-0.076696,0.29449
580,-0.052047,0.29449
581,-0.01967,0.29449
582,0.02188,0.29449
583,0.070917,0.29449
584,0.12283,0.29449
585,0.17121,0.29449
586,0.20966,0.29449
587,0.23354,0.29449
588,0.24126,0.29449
589,0.23461,0.29449
590,0.21802,0.29449
591,0.19699,0.29449
592,0.17634,0.29449
593,0.15865,0.29449
594,0.14371,0.29449
595,0.129,0.29449
596,0.11111,0.29449
597,0.087512,0.29449
598,0.057992,0.29449
599,0.025139,0.29449
600,0.19927,0.26739
601,0.11638,0.26739
602,0.039204,0.26739
603,-0.023328,0.26739
604,-0.06921,0.26739
605,-0.10364,0.26739
606,-0.13651,0.26739
607,-0.17808,0.26739
608,-0.2344,0.26739
609,-0.3043,0.26739
610,-0.37905,0.26739
611,-0.44486,0.26739
612,-0.48739,0.26739
613,-0.49658,0.26739
614,-0.47017,0.26739
615,-0.41465,0.26739
616,-0.3433,0.26739
617,-0.2721,0.26739
618,-0.21503,0.26739
619,-0.18026,0.26739
620,-0.16864,0.26739
621,-0.17459,0.26739
622,-0.18907,0.26739
623,-0.20322,0.26739
624,-0.2114,0.26739
625,-0.21263,0.26739
626,-0.21007,0.26739
627,-0.20909,0.26739
628,-0.21477,0.26739
629,-0.22992,0.26739
630,-0.25423,0.26739
631,-0.28478,0.26739
632,-0.31746,0.26739
633,-0.34862,0.26739
634,-0.37636,0.26739
635,-0.40084,0.26739
636,-0.42378,0.26739
637,-0.44726,0.26739
638,-0.47246,0.26739
639,-0.49876,0.26739
640,-0.52362,0.26739
641,-0.54311,0.26739
642,-0.55314,0.26739
643,-0.55078,0.26739
644,-0.53534,0.26739
645,-0.50884,0.26739
646,-0.47568,0.26739
647,-0.44156,0.26739
648,-0.41201,0.26739
649,-0.39089,0.26739
650,-0.37943,0.26739
651,-0.37603,0.26739
652,-0.37698,0.26739
653,-0.37773,0.26739
654,-0.3745,0.26739
655,-0.36544,0.26739
656,-0.35108,0.26739
657,-0.33382,0.26739
658,-0.31675,0.26739
659,-0.30224,0.26739
660,-0.29077,0.26739
661,-0.28074,0.26739
662,-0.26908,0.26739
663,-0.25259,0.26739
664,-0.22947,0.26739
665,-0.2002,0.26739
666,-0.16754,0.26739
667,-0.13549,0.26739
668,-0.10769,0.26739
669,-0.08585,0.26739
670,-0.069174,0.26739
671,-0.054903,0.26739
672,-0.040049,0.26739
673,-0.023578,0.26739
674,-0.0081204,0.26739
675,-0.00032931,0.26739
676,-0.0094419,0.26739
677,-0.044299,0.26739
678,-0.10972,0.26739
679,-0.20348,0.26739
680,-0.31521,0.26739
681,-0.42766,0.26739
682,-0.52056,0.26739
683,-0.57563,0.26739
684,-0.58172,0.26739
685,-0.53795,0.26739
686,-0.45428,0.26739
687,-0.34882,0.26739
688,-0.24294,0.26739
689,-0.15551,0.26739
690,-0.098149,0.26739
691,-0.072674,0.26739
692,-0.071697,0.26739
693,-0.081816,0.26739
694,-0.088396,0.26739
695,-0.080325,0.26739
696,-0.053328,0.26739
697,-0.010917,0.26739
698,0.037086,0.26739
699,0.077815,0.26739
700,0.29203,0.26535
701,0.16721,0.26535
702,0.053347,0.26535
703,-0.046131,0.26535
704,-0.12991,0.26535
705,-0.19851,0.26535
706,-0.25323,0.26535
707,-0.29483,0.26535
708,-0.32254,0.26535
709,-0.33387,0.26535
710,-0.32558,0.26535
711,-0.29551,0.26535
712,-0.2447,0.26535
713,-0.17895,0.26535
714,-0.109,0.26535
715,-0.049079,0.26535
716,-0.013787,0.26535
717,-0.014301,0.26535
718,-0.054884,0.26535
719,-0.13095,0.26535
720,-0.22949,0.26535
721,-0.33194,0.26535
722,-0.41885,0.26535
723,-0.47499,0.26535
724,-0.49345,0.26535
725,-0.47725,0.26535
726,-0.43816,0.26535
727,-0.39281,0.26535
728,-0.35753,0.26535
729,-0.34347,0.26535
730,-0.3536,0.26535
731,-0.38247,0.26535
732,-0.41876,0.26535
733,-0.44961,0.26535
734,-0.46517,0.26535
735,-0.46181,0.26535
736,-0.44294,0.26535
737,-0.41721,0.26535
738,-0.39497,0.26535
739,-0.3842,0.26535
740,-0.38757,0.26535
741,-0.40141,0.26535
742,-0.41706,0.26535
743,-0.42388,0.26535
744,-0.4129,0.26535
745,-0.37975,0.26535
746,-0.32602,0.26535
747,-0.25873,0.26535
748,-0.18823,0.26535
749,-0.1254,0.26535
750,-0.078929,0.26535
751,-0.05359,0.26535
752,-0.049587,0.26535
753,-0.063046,0.26535
754,-0.08723,0.26535
755,-0.11408,0.26535
756,-0.13579,0.26535
757,-0.14622,0.26535
758,-0.14204,0.26535
759,-0.12356,0.26535
760,-0.094868,0.26535
761,-0.063302,0.26535
762,-0.038001,0.26535
763,-0.027735,0.26535
764,-0.038478,0.26535
765,-0.071421,0.26535
766,-0.1221,0.26535
767,-0.1811,0.26535
768,-0.23628,0.26535
769,-0.27597,0.26535
770,-0.29224,0.26535
771,-0.28312,0.26535
772,-0.25325,0.26535
773,-0.21257,0.26535
774,-0.17359,0.26535
775,-0.148,0.26535
776,-0.14373,0.26535
777,-0.1632,0.26535
778,-0.20322,0.26535
779,-0.2564,0.26535
780,-0.31348,0.26535
781,-0.36584,0.26535
782,-0.40744,0.26535
783,-0.43572,0.26535
784,-0.45134,0.26535
785,-0.45707,0.26535
786,-0.45632,0.26535
787,-0.45183,0.26535
788,-0.44512,0.26535
789,-0.4367,0.26535
790,-0.42704,0.26535
791,-0.41775,0.26535
792,-0.41239,0.26535
793,-0.41636,0.26535
794,-0.4357,0.26535
795,-0.47483,0.26535
796,-0.53416,0.26535
797,-0.6083,0.26535
798,-0.686,0.26535
799,-0.75207,0.26535
800,-0.83131,0.26535
801,-0.81901,0.26535
802,-0.76935,0.26535
803,-0.69202,0.26535
804,-0.60506,0.26535
805,-0.53063,0.26535
806,-0.48897,0.26535
807,-0.49233,0.26535
808,-0.54102,0.26535
809,-0.62292,0.26535
810,-0.71691,0.26535
811,-0.79928,0.26535
812,-0.85108,0.26535
813,-0.86405,0.26535
814,-0.8431,0.26535
815,-0.80446,0.26535
816,-0.77019,0.26535
817,-0.76061,0.26535
818,-0.7875,0.26535
819,-0.85012,0.26535
820,-0.93541,0.26535
821,-1.0224,0.26535
822,-1.0889,0.26535
823,-1.119,0.26535
824,-1.1079,0.26535
825,-1.0631,0.26535
826,-1.0022,0.26535
827,-0.94669,0.26535
828,-0.91564,0.26535
829,-0.9198,0.26535
830,-0.95876,0.26535
831,-1.0215,0.26535
832,-1.0903,0.26535
833,-1.1457,0.26535
834,-1.1725,0.26535
835,-1.1636,0.26535
836,-1.1212,0.26535
837,-1.0562,0.26535
838,-0.98428,0.26535
839,-0.92204,0.26535
840,-0.8825,0.26535
841,-0.87229,0.26535
842,-0.89051,0.26535
843,-0.92959,0.26535
844,-0.97767,0.26535
845,-1.0217,0.26535
846,-1.0506,0.26535
847,-1.0572,0.26535
848,-1.0398,0.26535
849,-1.0009,0.26535
850,-0.94681,0.26535
851,-0.88552,0.26535
852,-0.82502,0.26535
853,-0.77218,0.26535
854,-0.73203,0.26535
855,-0.70738,0.26535
856,-0.69876,0.26535
857,-0.70425,0.26535
858,-0.71953,0.26535
859,-0.73815,0.26535
860,-0.75232,0.26535
861,-0.75424,0.26535
862,-0.73787,0.26535
863,-0.70073,0.26535
864,-0.64506,0.26535
865,-0.57787,0.26535
866,-0.50962,0.26535
867,-0.45168,0.26535
868,-0.41326,0.26535
869,-0.39859,0.26535
870,-0.40542,0.26535
871,-0.42546,0.26535
872,-0.44674,0.26535
873,-0.45738,0.26535
874,-0.4497,0.26535
875,-0.4232,0.26535
876,-0.38537,0.26535
877,-0.34995,0.26535
878,-0.33285,0.26535
879,-0.34704,0.26535
880,-0.39808,0.26535
881,-0.48164,0.26535
882,-0.58407,0.26535
883,-0.68591,0.26535
884,-0.76718,0.26535
885,-0.81301,0.26535
886,-0.81766,0.26535
887,-0.78583,0.26535
888,-0.73078,0.26535
889,-0.67009,0.26535
890,-0.62022,0.26535
891,-0.59186,0.26535
892,-0.58717,0.26535
893,-0.59996,0.26535
894,-0.61835,0.26535
895,-0.6291,0.26535
896,-0.62207,0.26535
897,-0.59344,0.26535
898,-0.54667,0.26535
899,-0.49115,0.26535
900,-0.45544,0.26535
901,-0.42526,0.26535
902,-0.40972,0.26535
903,-0.41024,0.26535
904,-0.42426,0.26535
905,-0.44655,0.26535
906,-0.47123,0.26535
907,-0.49376,0.26535
908,-0.51232,0.26535
909,-0.52803,0.26535
910,-0.5441,0.26535
911,-0.56428,0.26535
912,-0.59117,0.26535
913,-0.62505,0.26535
914,-0.66353,0.26535
915,-0.70212,0.26535
916,-0.73552,0.26535
917,-0.759,0.26535
918,-0.76968,0.26535
919,-0.76714,0.26535
920,-0.75345,0.26535
921,-0.73263,0.26535
922,-0.70975,0.26535
923,-0.68999,0.26535
924,-0.67781,0.26535
925,-0.6762,0.26535
926,-0.68625,0.26535
927,-0.7069,0.26535
928,-0.73491,0.26535
929,-0.76527,0.26535
930,-0.79195,0.26535
931,-0.80905,0.26535
932,-0.81216,0.26535
933,-0.79952,0.26535
934,-0.77271,0.26535
935,-0.73654,0.26535
936,-0.69789,0.26535
937,-0.66397,0.26535
938,-0.64018,0.26535
939,-0.62844,0.26535
940,-0.62651,0.26535
941,-0.62846,0.26535
942,-0.62648,0.26535
943,-0.61322,0.26535
944,-0.58418,0.26535
945,-0.53918,0.26535
946,-0.48263,0.26535
947,-0.42238,0.26535
948,-0.36753,0.26535
949,-0.32598,0.26535
950,-0.30241,0.26535
951,-0.29722,0.26535
952,-0.30684,0.26535
953,-0.32503,0.26535
954,-0.34487,0.26535
955,-0.36065,0.26535
956,-0.36915,0.26535
957,-0.37003,0.26535
958,-0.36522,0.26535
959,-0.35771,0.26535
960,-0.35015,0.26535
961,-0.34385,0.26535
962,-0.33831,0.26535
963,-0.33161,0.26535
964,-0.32129,0.26535
965,-0.3056,0.26535
966,-0.28447,0.26535
967,-0.26005,0.26535
968,-0.23656,0.26535
969,-0.21944,0.26535
970,-0.21406,0.26535
971,-0.22435,0.26535
972,-0.25172,0.26535
973,-0.29462,0.26535
974,-0.34874,0.26535
975,-0.40794,0.26535
976,-0.46554,0.26535
977,-0.51566,0.26535
978,-0.55418,0.26535
979,-0.5793,0.26535
980,-0.59141,0.26535
981,-0.5925,0.26535
982,-0.58537,0.26535
983,-0.57281,0.26535
984,-0.557,0.26535
985,-0.53935,0.26535
986,-0.52052,0.26535
987,-0.50083,0.26535
988,-0.48051,0.26535
989,-0.46003,0.26535
990,-0.44004,0.26535
991,-0.42118,0.26535
992,-0.40374,0.26535
993,-0.3874,0.26535
994,-0.37111,0.26535
995,-0.3533,0.26535
996,-0.33232,0.26535
997,-0.30699,0.26535
998,-0.27712,0.26535
999,-0.24377,0.26535
1000,-0.22914,0.26406
1001,-0.19843,0.26406
1002,-0.17143,0.26406
1003,-0.15037,0.26406
1004,-0.13815,0.26406
1005,-0.13794,0.26406
1006,-0.15237,0.26406
1007,-0.18246,0.26406
1008,-0.22674,0.26406
1009,-0.28086,0.26406
1010,-0.33801,0.26406
1011,-0.39006,0.26406
1012,-0.4293,0.26406
1013,-0.45023,0.26406
1014,-0.45088,0.26406
1015,-0.43335,0.26406
1016,-0.40323,0.26406
1017,-0.36817,0.26406
1018,-0.33592,0.26406
1019,-0.31243,0.26406
1020,-0.3005,0.26406
1021,-0.29935,0.26406
1022,-0.30523,0.26406
1023,-0.31288,0.26406
1024,-0.3172,0.26406
1025,-0.31494,0.26406
1026,-0.30556,0.26406
1027,-0.29127,0.26406
1028,-0.27624,0.26406
1029,-0.26512,0.26406
1030,-0.26163,0.26406
1031,-0.26738,0.26406
1032,-0.28143,0.26406
1033,-0.30067,0.26406
1034,-0.32065,0.26406
1035,-0.33679,0.26406
1036,-0.34541,0.26406
1037,-0.34439,0.26406
1038,-0.33325,0.26406
1039,-0.31287,0.26406
1040,-0.28484,0.26406
1041,-0.25092,0.26406
1042,-0.21268,0.26406
1043,-0.17142,0.26406
1044,-0.12833,0.26406
1045,-0.084832,0.26406
1046,-0.042765,0.26406
1047,-0.0044241,0.26406
1048,0.027638,0.26406
1049,0.050982,0.26406
1050,0.063689,0.26406
1051,0.064673,0.26406
1052,0.053805,0.26406
1053,0.031835,0.26406
1054,0.00018909,0.26406
1055,-0.039257,0.26406
1056,-0.084339,0.26406
1057,-0.13264,0.26406
1058,-0.18143,0.26406
1059,-0.22763,0.26406
1060,-0.26783,0.26406
1061,-0.29855,0.26406
1062,-0.31669,0.26406
1063,-0.32018,0.26406
1064,-0.30859,0.26406
1065,-0.28359,0.26406
1066,-0.24907,0.26406
1067,-0.21071,0.26406
1068,-0.17511,0.26406
1069,-0.14857,0.26406
1070,-0.13585,0.26406
1071,-0.13911,0.26406
1072,-0.15741,0.26406
1073,-0.18697,0.26406
1074,-0.22195,0.26406
1075,-0.25579,0.26406
1076,-0.28259,0.26406
1077,-0.29822,0.26406
1078,-0.30091,0.26406
1079,-0.29116,0.26406
